#{"env_id": "SeaquestNoFrameskip-v4", "t_start": 1522188182.5113955}
r,l,t
60.0,434,6.644377
40.0,489,46.077121
60.0,542,122.128612
40.0,418,180.591534
40.0,462,245.364929
